dataset,query,knob,value,repetition,seconds
futures,window,datafusion.optimizer.repartition_joins,false,1,0.894569
futures,window,datafusion.optimizer.repartition_joins,false,2,0.643126
futures,window,datafusion.optimizer.repartition_joins,false,3,0.656548
iceberg,append_files,datafusion.optimizer.repartition_joins,false,1,0.815167
iceberg,append_files,datafusion.optimizer.repartition_joins,false,2,0.929550
iceberg,append_files,datafusion.optimizer.repartition_joins,false,3,0.795152
iceberg,overwrite_partition,datafusion.optimizer.repartition_joins,false,1,0.181750
iceberg,overwrite_partition,datafusion.optimizer.repartition_joins,false,2,0.167973
iceberg,overwrite_partition,datafusion.optimizer.repartition_joins,false,3,0.173995
iceberg,merge_updates,datafusion.optimizer.repartition_joins,false,1,0.581995
iceberg,merge_updates,datafusion.optimizer.repartition_joins,false,2,0.592437
iceberg,merge_updates,datafusion.optimizer.repartition_joins,false,3,0.576735
