dataset,query,knob,value,repetition,seconds
futures,window,repark.merge.file_scoped_rewrite,false,1,1.148005
futures,window,repark.merge.file_scoped_rewrite,false,2,0.689605
futures,window,repark.merge.file_scoped_rewrite,false,3,0.648423
iceberg,append_files,repark.merge.file_scoped_rewrite,false,1,0.799936
iceberg,append_files,repark.merge.file_scoped_rewrite,false,2,0.796063
iceberg,append_files,repark.merge.file_scoped_rewrite,false,3,0.799136
iceberg,overwrite_partition,repark.merge.file_scoped_rewrite,false,1,0.170238
iceberg,overwrite_partition,repark.merge.file_scoped_rewrite,false,2,0.166490
iceberg,overwrite_partition,repark.merge.file_scoped_rewrite,false,3,0.173508
iceberg,merge_updates,repark.merge.file_scoped_rewrite,false,1,1.092997
iceberg,merge_updates,repark.merge.file_scoped_rewrite,false,2,1.105828
iceberg,merge_updates,repark.merge.file_scoped_rewrite,false,3,1.136648
